crop id,Province,District,id,deviceTimestamp,alt,direction,accuracy,notice,Interviewer's comments,Irrigated/Rainfed,Method of irrigation,Acres of Land Owned,Acres of Land Rented,Main Fertilizer,Number of main crops ,Crop,"Yield, maund",Area for yield,Area Unit,Crop harvesting method,Residue use: animal fodder  (%),Residue use: domestic burning (%),Residue use: sold to industry (%),Residue use: sold to biomass supplier (%),Residue use: fertilizer in the field (%),Residue use: left in field for burning (%),Unit price of Residue (Rs/ton),Residue sold to industry,Willingness to bale the biomass to be sold,Need for a private service provider for the bailing,"Agreement for a cooperative harvesting, baling and transporting arrangement",Need for a bargaining agent,Currently growing crop,Last crop,Second Last Crop,Location 1
1,Sindh,Shaheed Benazirabad,41586,09/13/2015 08:11:20 PM,38.799999999999997,43,2.3,0,0,irrigated,both,100,0,Chemical,1,Sugarcane,100,1,acre,both,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(26.4714316666667, 68.039648333333304)"
1,Sindh,Shaheed Benazirabad,41584,09/13/2015 08:11:15 PM,40.1,275,2.9,0,0,irrigated,canal water,100,0,Chemical,1,Sugarcane,100,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(26.471406666666699, 68.039723333333299)"
1,Sindh,Shaheed Benazirabad,41582,09/13/2015 08:11:11 PM,34.9,0,2.6,0,0,irrigated,both,40,0,Chemical,1,Sugarcane,100,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Cotton,"(26.480561666666699, 68.031343333333297)"
1,Sindh,Shaheed Benazirabad,41525,09/13/2015 07:26:07 PM,0.7,77,9,0,0,irrigated,both,10,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Wheat,"(26.470320529999999, 68.041113039999999)"
1,Sindh,Shaheed Benazirabad,41524,09/13/2015 07:24:54 PM,3.5,202,5,0,0,irrigated,both,5,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,0%,0%,0%,0%,80%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Sugarcane,"(26.470560939999999, 68.041327559999999)"
1,Sindh,Shaheed Benazirabad,41523,09/13/2015 07:24:49 PM,2.3,341,11,0,0,irrigated,both,4,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Cotton,"(26.470463710000001, 68.041454860000002)"
1,Sindh,Shaheed Benazirabad,41522,09/13/2015 07:24:44 PM,3.9,331,7,0,0,irrigated,both,7,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,30%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Wheat,"(26.470566829999999, 68.041246670000007)"
1,Sindh,Shaheed Benazirabad,41521,09/13/2015 07:24:33 PM,4.6,180,20,0,0,irrigated,both,8,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Wheat,"(26.470563080000002, 68.041348790000001)"
1,Sindh,Shaheed Benazirabad,41520,09/13/2015 07:24:28 PM,-1.4,336,11,0,0,irrigated,both,10,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,20%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Rice,"(26.47056117, 68.041260429999994)"
1,Sindh,Shaheed Benazirabad,41519,09/13/2015 07:24:22 PM,-16.2,91,102,0,0,irrigated,both,10,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Rice,"(26.470502150000002, 68.041291999999999)"
1,Sindh,Shaheed Benazirabad,41518,09/13/2015 07:24:09 PM,-15.4,80,45,0,0,irrigated,both,5,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Rice,"(26.47139438, 68.041245889999999)"
1,Sindh,Shaheed Benazirabad,41517,09/13/2015 07:24:00 PM,2.1,352,9,0,0,irrigated,both,40,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,30%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Rice,"(26.471394190000002, 68.041178700000003)"
1,Sindh,Shaheed Benazirabad,41516,09/13/2015 07:23:51 PM,13,254,26,0,0,irrigated,both,15,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Rice,"(26.471387050000001, 68.040981700000003)"
1,Sindh,Shaheed Benazirabad,41514,09/13/2015 07:21:44 PM,-1.4,227,11,0,0,irrigated,both,15,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,0%,0%,0%,0%,80%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Wheat,"(26.47135359, 68.041039440000006)"
1,Sindh,Shaheed Benazirabad,41511,09/13/2015 07:21:32 PM,3.4,163,8,0,0,irrigated,both,5,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Wheat,"(26.47145883, 68.041060009999995)"
1,Sindh,Shaheed Benazirabad,41510,09/13/2015 07:21:27 PM,-6.1,15,6,0,0,irrigated,both,40,0,Chemical,1,Sugarcane,1000,1,acre,manual,0%,0%,0%,0%,0%,100%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Cotton,"(26.471492219999998, 68.041109480000003)"
1,Sindh,Shaheed Benazirabad,41509,09/13/2015 07:21:08 PM,3.2,58,8,0,0,irrigated,both,5,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,30%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Rice,"(26.47144041, 68.040991930000004)"
1,Sindh,Shaheed Benazirabad,41508,09/13/2015 07:21:00 PM,7.1,309,8,0,0,irrigated,both,20,0,Chemical,1,Sugarcane,1000,1,acre,manual,10%,10%,0%,0%,0%,80%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Rice,"(26.471352150000001, 68.040323650000005)"
1,Sindh,Shaheed Benazirabad,41507,09/13/2015 07:20:43 PM,2.1,0,7,0,0,irrigated,both,15,0,Chemical,1,Sugarcane,1000,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Wheat,"(26.47137167, 68.040387850000002)"
1,Sindh,Shaheed Benazirabad,41506,09/13/2015 07:20:30 PM,-6.2,78,6,0,0,irrigated,both,15,0,Chemical,1,Sugarcane,1000,1,acre,manual,30%,20%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Rice,"(26.471414450000001, 68.040065060000003)"
1,Punjab,Sialkot,26577,05/26/2015 05:15:12 PM,200.2,233,3,banana,0,rainfed,tube well,16,0,None,1,Wheat,25,1,acre,both,50%,0%,0%,0%,0%,50%,4000,None,No,No,No,No,Wheat,Rice,Wheat,"(32.243081840000002, 74.646058389999993)"
1,Sindh,Shaheed Benazirabad,41505,09/13/2015 07:20:16 PM,-0.9,108,8,0,0,irrigated,tube well,5,0,Chemical,1,Sugarcane,1000,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Cotton,"(26.471381239999999, 68.04009207)"
1,Sindh,Shaheed Benazirabad,41503,09/13/2015 07:19:28 PM,8.300000000000001,122,7,0,0,irrigated,both,15,0,Chemical,1,Sugarcane,1000,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Rice,"(26.471354229999999, 68.039999890000004)"
1,Sindh,Shaheed Benazirabad,41502,09/13/2015 07:19:23 PM,-6,248,178,0,0,irrigated,canal water,10,0,Chemical,1,Sugarcane,1000,1,acre,manual,10%,20%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Wheat,"(26.471345979999999, 68.040029469999993)"
1,Sindh,Shaheed Benazirabad,41501,09/13/2015 07:19:15 PM,11.8,95,10,0,0,irrigated,both,50,1,Chemical,1,Sugarcane,1000,1,acre,manual,30%,20%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Wheat,"(26.471339610000001, 68.040047770000001)"
1,Sindh,Shaheed Benazirabad,41500,09/13/2015 07:19:10 PM,-0.8,156,11,0,0,irrigated,both,6,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,20%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,No,Sugarcane,Rice,Wheat,"(26.471314150000001, 68.040046340000004)"
1,Sindh,Shaheed Benazirabad,41498,09/13/2015 07:18:54 PM,-4.5,155,16,0,0,irrigated,both,30,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Wheat,"(26.4714396, 68.039923599999995)"
1,Sindh,Shaheed Benazirabad,41497,09/13/2015 07:18:46 PM,-11.5,198,21,0,0,irrigated,both,10,0,Chemical,1,Sugarcane,1000,1,acre,manual,20%,20%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,No,Sugarcane,Cotton,Wheat,"(26.471315700000002, 68.040134850000001)"
1,Sindh,Shaheed Benazirabad,41042,09/13/2015 06:18:50 PM,-14.2,0,8,0,0,irrigated,both,50,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,No,Yes,Cotton,Wheat,Cotton,"(26.119230490115001, 68.274700571793304)"
1,Sindh,Shaheed Benazirabad,41037,09/13/2015 06:18:40 PM,-14.9,0,12,0,0,irrigated,both,15,0,None,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119019902424601, 68.274762525112294)"
1,Sindh,Shaheed Benazirabad,41033,09/13/2015 06:18:29 PM,-19.100000000000001,0,6,0,0,irrigated,No selected item,60,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119063290649901, 68.274710023526097)"
1,Sindh,Shaheed Benazirabad,41030,09/13/2015 06:18:21 PM,-18.600000000000001,0,8,0, ,irrigated,both,25,0,Chemical,1,Cotton,30,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119045263882601, 68.274541730148698)"
1,Sindh,Shaheed Benazirabad,41029,09/13/2015 06:18:13 PM,-11.5,0,6,0, ,irrigated,both,40,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,No,Yes,Yes,Cotton,Wheat,Cotton,"(26.118992447721599, 68.274354924718196)"
1,Sindh,Shaheed Benazirabad,41028,09/13/2015 06:18:05 PM,-9.199999999999999,0,6,0, ,irrigated,both,30,0,Chemical,1,Cotton,25,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.118838627982299, 68.274446288795303)"
1,Sindh,Shaheed Benazirabad,41027,09/13/2015 06:17:56 PM,-10.199999999999999,0,8,0, ,irrigated,both,45,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.118960914607499, 68.274428906947904)"
1,Sindh,Shaheed Benazirabad,41026,09/13/2015 06:17:49 PM,-10,0,8,0, ,irrigated,both,30,0,Chemical,1,Cotton,30,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119187421280198, 68.274382631050003)"
1,Sindh,Shaheed Benazirabad,41025,09/13/2015 06:17:39 PM,-13,0,8,0, ,irrigated,both,40,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.118977766827701, 68.269417280830297)"
1,Sindh,Shaheed Benazirabad,41024,09/13/2015 06:17:30 PM,-16.399999999999999,0,8,0, ,irrigated,both,60,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119034095933898, 68.269615000971498)"
1,Sindh,Shaheed Benazirabad,41023,09/13/2015 06:17:20 PM,-18.899999999999999,0,8,0, ,irrigated,both,100,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.1193427787574, 68.269694645875603)"
1,Sindh,Shaheed Benazirabad,41022,09/13/2015 06:17:11 PM,-18.7,0,16,0, ,irrigated,both,40,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119243434702302, 68.269743893686893)"
1,Sindh,Shaheed Benazirabad,41021,09/13/2015 06:17:04 PM,-18.600000000000001,0,6,0, ,irrigated,both,50,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,No,Yes,Cotton,Wheat,Cotton,"(26.1191198651706, 68.2698305635286)"
1,Sindh,Shaheed Benazirabad,41020,09/13/2015 06:16:53 PM,-19.5,0,6,0, ,irrigated,both,15,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119190854429402, 68.270061592408595)"
1,Punjab,Sialkot,26576,05/26/2015 05:15:06 PM,195.7,331,3,banana,0,rainfed,tube well,12,0,None,1,Wheat,25,1,acre,both,100%,0%,0%,0%,0%,0%,4000,None,No,No,No,No,Wheat,Rice,Wheat,"(32.243101080000002, 74.646109469999999)"
1,Sindh,Shaheed Benazirabad,41019,09/13/2015 06:16:44 PM,-18.7,0,6,0, ,irrigated,both,40,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119338167374799, 68.270372290453807)"
1,Sindh,Shaheed Benazirabad,41018,09/13/2015 06:16:34 PM,-18.7,0,12,0, ,irrigated,both,20,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,No,No,Yes,Cotton,Wheat,Cotton,"(26.1193714600745, 68.270487931975296)"
1,Sindh,Shaheed Benazirabad,41017,09/13/2015 06:16:24 PM,-20.100000000000001,0,6,0, ,irrigated,both,30,0,Chemical,1,Cotton,30,1,acre,manual,25%,15%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119412202664702, 68.270558665716393)"
1,Sindh,Shaheed Benazirabad,41016,09/13/2015 06:16:14 PM,-17.100000000000001,0,8,0, ,irrigated,both,40,0,Chemical,1,Cotton,35,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,No,Yes,No,Cotton,Wheat,Cotton,"(26.119459314576101, 68.270735529190702)"
1,Sindh,Shaheed Benazirabad,41015,09/13/2015 06:16:01 PM,-7.4,0,6,0, ,irrigated,both,45,0,Chemical,1,Cotton,30,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119444034163799, 68.271230508588104)"
1,Sindh,Shaheed Benazirabad,41014,09/13/2015 06:15:50 PM,-3.5,0,16,0, ,irrigated,both,70,0,Chemical,1,Cotton,35,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119264961567598, 68.271076347060301)"
1,Sindh,Shaheed Benazirabad,41013,09/13/2015 06:15:39 PM,-9.199999999999999,0,24,0, ,irrigated,both,40,0,Chemical,1,Cotton,40,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119433930743799, 68.271562420032495)"
1,Sindh,Shaheed Benazirabad,41012,09/13/2015 06:15:30 PM,-10.199999999999999,0,8,0, ,irrigated,both,60,0,Chemical,1,Cotton,35,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119458961528299, 68.271533738360105)"
1,Sindh,Shaheed Benazirabad,41011,09/13/2015 06:15:20 PM,-16.2,0,12,0, ,irrigated,both,35,0,Chemical,1,Cotton,35,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119571996162598, 68.271858695739198)"
1,Sindh,Shaheed Benazirabad,41010,09/13/2015 06:15:10 PM,-14.9,0,8,0, ,irrigated,both,50,0,Chemical,1,Cotton,35,1,acre,manual,20%,10%,0%,0%,0%,70%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.1191272177367, 68.272160664942007)"
1,Sindh,Shaheed Benazirabad,41009,09/13/2015 06:14:53 PM,-9.5,0,16,0, ,irrigated,both,40,0,Chemical,1,Cotton,30,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,No,No,No,Cotton,Wheat,Cotton,"(26.119599172149101, 68.272051750344701)"
1,Sindh,Shaheed Benazirabad,41008,09/13/2015 06:14:43 PM,-13.4,0,12,0, ,irrigated,both,40,0,Chemical,1,Cotton,30,1,acre,manual,35%,15%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119677067437799, 68.272276556867595)"
1,Sindh,Shaheed Benazirabad,41007,09/13/2015 06:14:41 PM,-15.8,0,8,0, ,irrigated,both,30,0,Chemical,1,Cotton,35,1,acre,manual,30%,10%,0%,0%,0%,60%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.1197897999856, 68.2726474862923)"
1,Sindh,Shaheed Benazirabad,41006,09/13/2015 06:14:32 PM,-16.399999999999999,0,12,0, ,irrigated,both,30,0,Chemical,1,Cotton,30,1,acre,manual,50%,20%,0%,0%,0%,30%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Cotton,"(26.119925043313099, 68.272803870009)"
1,Sindh,Shaheed Benazirabad,40680,09/13/2015 02:20:55 PM,1.8,0,24,0, ,irrigated,canal water,15,0,Chemical,1,Cotton,25,1,acre,manual,30%,70%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Rice,Wheat,"(26.349212549172101, 68.050173496605396)"
1,Sindh,Shaheed Benazirabad,40679,09/13/2015 02:20:49 PM,-17.3,0,24,0, ,irrigated,canal water,15,0,Chemical,1,Cotton,25,1,acre,manual,30%,70%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Rice,Wheat,"(26.3489610783651, 68.0501911145181)"
1,Sindh,Shaheed Benazirabad,40678,09/13/2015 02:20:41 PM,-10.199999999999999,0,6,0, ,irrigated,canal water,15,0,Chemical,1,Cotton,25,1,acre,both,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Rice,Wheat,"(26.348982154505599, 68.050228188478499)"
1,Sindh,Shaheed Benazirabad,40677,09/13/2015 02:20:39 PM,0.5,0,48,0, ,irrigated,canal water,12,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.348763671276199, 68.0501715792483)"
1,Sindh,Shaheed Benazirabad,40676,09/13/2015 02:20:37 PM,-5.1,0,48,0, ,irrigated,canal water,12,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.348110040385802, 68.050416244359099)"
1,Sindh,Shaheed Benazirabad,40675,09/13/2015 02:20:35 PM,-28.7,0,48,0, ,irrigated,canal water,25,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.347884016140199, 68.050521266970094)"
1,Sindh,Shaheed Benazirabad,40671,09/13/2015 02:20:27 PM,-58.1,0,8,0, ,irrigated,canal water,20,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.346375396351799, 68.051092023438599)"
1,Punjab,Sialkot,26575,05/26/2015 05:14:59 PM,201.3,10,3,banana,0,rainfed,tube well,10,0,Chemical,1,Wheat,25,1,acre,both,100%,0%,0%,0%,0%,0%,4000,None,No,No,No,No,Wheat,Rice,Wheat,"(32.2430697, 74.646372330000005)"
1,Sindh,Shaheed Benazirabad,40670,09/13/2015 02:20:25 PM,-5.2,0,48,0, ,irrigated,canal water,20,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.346676004416999, 68.051040210633403)"
1,Sindh,Shaheed Benazirabad,40669,09/13/2015 02:20:20 PM,-19.899999999999999,0,12,0, ,irrigated,canal water,12,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.3466358814008, 68.051028762283394)"
1,Sindh,Shaheed Benazirabad,40668,09/13/2015 02:20:18 PM,4,0,8,0, ,irrigated,canal water,12,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.346270537733599, 68.051266025280398)"
1,Sindh,Shaheed Benazirabad,40667,09/13/2015 02:19:22 PM,33.5,91,10,0, ,irrigated,both,30,0,Chemical,1,Cotton,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.1190483333333, 68.274736666666698)"
1,Sindh,Shaheed Benazirabad,40666,09/13/2015 02:20:11 PM,-33,0,16,0, ,irrigated,canal water,15,0,Chemical,1,Rice,40,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Rice,Wheat,Rice,"(26.346264848393599, 68.051104478454505)"
1,Sindh,Shaheed Benazirabad,40665,09/13/2015 02:19:13 PM,32.700000000000003,6,10,0, ,irrigated,tube well,350,0,None,1,Cotton,30,1,acre,manual,40%,60%,0%,0%,0%,0%,0,None,No,No,Yes,No,Cotton,Wheat,Cotton,"(26.119078333333299, 68.274708333333294)"
1,Sindh,Shaheed Benazirabad,40664,09/13/2015 02:20:03 PM,-7,0,32,0, ,irrigated,canal water,12,0,Chemical,1,Jawar/Chari (for seed),25,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Jawar/Chari (for seed),Rice,Wheat,"(26.344387730564399, 68.052365344246297)"
1,Sindh,Shaheed Benazirabad,40663,09/13/2015 02:19:54 PM,21.2,0,32,0, ,irrigated,canal water,5,0,Chemical,1,Jawar/Chari (for seed),25,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Jawar/Chari (for seed),Rice,Wheat,"(26.344140104722499, 68.052782959822807)"
1,Sindh,Shaheed Benazirabad,40662,09/13/2015 02:18:31 PM,32.5,270,10,0, ,irrigated,both,30,0,Chemical,1,Cotton,40,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.119045, 68.274576666666704)"
1,Sindh,Shaheed Benazirabad,40661,09/13/2015 02:19:46 PM,-20,0,32,0, ,irrigated,canal water,5,0,Chemical,1,Jawar/Chari (for seed),25,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Wheat,Jawar/Chari (for seed),"(26.344165138697601, 68.0524023449114)"
1,Punjab,Sialkot,26095,05/26/2015 11:25:25 AM,193,0,3,banana, ,irrigated,tube well,13,0,Chemical,1,Wheat,25,1,acre,machinery,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Wheat,Rice,Wheat,"(32.477229770000001, 74.337115330000003)"
1,Sindh,Shaheed Benazirabad,40660,09/13/2015 02:19:38 PM,-13.5,0,48,0, ,irrigated,canal water,5,0,Chemical,1,Jawar/Chari (for seed),25,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Jawar/Chari (for seed),Rice,Wheat,"(26.3440335214624, 68.052349685730107)"
1,Sindh,Shaheed Benazirabad,40659,09/13/2015 02:19:30 PM,36.1,0,6,0, ,irrigated,canal water,4,0,Chemical,1,Jawar/Chari (for seed),25,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Rice,Rice,"(26.343930584759899, 68.052525231556004)"
1,Sindh,Shaheed Benazirabad,40658,09/13/2015 02:19:28 PM,-12.8,0,12,0, ,irrigated,canal water,12,0,Chemical,1,Jawar/Chari (for seed),25,1,acre,machinery,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Jawar/Chari (for seed),Rice,Wheat,"(26.3438937243792, 68.052593039949102)"
1,Sindh,Shaheed Benazirabad,40657,09/13/2015 02:19:20 PM,-5.2,0,32,0, ,irrigated,canal water,4,0,Chemical,1,Cotton,25,1,acre,machinery,30%,70%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Rice,Wheat,"(26.3436315140696, 68.052678819273495)"
1,Sindh,Shaheed Benazirabad,40656,09/13/2015 02:17:58 PM,31.7,3,10,0, ,irrigated,both,200,0,None,1,Cotton,30,1,acre,manual,50%,0%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.1190483333333, 68.274508333333301)"
1,Sindh,Shaheed Benazirabad,40655,09/13/2015 02:19:12 PM,-3.7,0,8,0, ,irrigated,canal water,4,0,Chemical,1,Cotton,25,1,acre,machinery,20%,80%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Cotton,Rice,Wheat,"(26.343399266801701, 68.052828972083503)"
1,Sindh,Shaheed Benazirabad,40652,09/13/2015 02:17:52 PM,30.2,266,10,0, ,irrigated,both,20,0,Chemical,1,Cotton,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.118968333333299, 68.274543333333298)"
1,Sindh,Shaheed Benazirabad,40650,09/13/2015 02:17:48 PM,28.8,113,10,0, ,irrigated,both,100,0,Chemical,1,Cotton,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.118988333333299, 68.274375000000006)"
1,Sindh,Shaheed Benazirabad,40649,09/13/2015 02:17:16 PM,31.9,69,10,0, ,irrigated,both,100,0,Chemical,1,Cotton,30,1,acre,manual,50%,0%,0%,0%,0%,50%,0,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(26.1191733333333, 68.273821666666706)"
